Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
BMW,NaN,2015.0,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,33.0,NaN,3916.0
BMW,5 Series,2015.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,37.0,26.0,3916.0
BMW,5 Series,2015.0,premium unleaded (required),443.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25.0,17.0,3916.0
NaN,5 Series,2015.0,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,34.0,23.0,3916.0
BMW,5 Series,2015.0,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,NaN,3916.0
BMW,5 Series,2016.0,diesel,255.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,NaN,38.0,26.0,3916.0
BMW,5 Series,2016.0,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29.0,20.0,3916.0
BMW,5 Series,2016.0,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,20.0,3916.0
BMW,5 Series,2016.0,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,34.0,22.0,3916.0
BMW,5 Series,NaN,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,34.0,23.0,3916.0
BMW,5 Series,2016.0,premium unleaded (required),443.0,8.0,AUTOMATIC,NaN,4.0,Large,Sedan,25.0,16.0,3916.0
BMW,5 Series,2016.0,premium unleaded (required),443.0,8.0,AUTOMATIC,NaN,4.0,Large,Sedan,25.0,17.0,3916.0
BMW,5 Series,2016.0,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,NaN,Sedan,37.0,26.0,3916.0
NaN,500-Class,1991.0,regular unleaded,322.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,17.0,13.0,617.0
Mercedes-Benz,500-Class,1992.0,regular unleaded,322.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15.0,11.0,NaN
Mercedes-Benz,500-Class,1992.0,regular unleaded,322.0,8.0,AUTOMATIC,rear wheel drive,NaN,Midsize,Sedan,16.0,13.0,617.0
Mercedes-Benz,500-Class,1992.0,regular unleaded,322.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,17.0,13.0,617.0
Mercedes-Benz,500-Class,1993.0,regular unleaded,315.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,16.0,12.0,617.0
Mercedes-Benz,500-Class,1993.0,regular unleaded,315.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,18.0,14.0,617.0
Mercedes-Benz,500-Class,1993.0,regular unleaded,315.0,8.0,AUTOMATIC,NaN,2.0,Compact,Convertible,19.0,14.0,617.0
Mercedes-Benz,500-Class,1993.0,regular unleaded,315.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,NaN,617.0
FIAT,500e,2015.0,electric,NaN,0.0,DIRECT_DRIVE,front wheel drive,2.0,Compact,2dr Hatchback,108.0,122.0,819.0
FIAT,500e,2016.0,NaN,NaN,0.0,DIRECT_DRIVE,front wheel drive,2.0,NaN,2dr Hatchback,103.0,121.0,819.0
FIAT,500e,2017.0,electric,NaN,0.0,DIRECT_DRIVE,front wheel drive,2.0,Compact,2dr Hatchback,103.0,121.0,819.0
FIAT,500,2015.0,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,34.0,28.0,819.0
FIAT,500,2015.0,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,40.0,31.0,819.0
FIAT,500,2015.0,premium unleaded (recommended),135.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34.0,28.0,819.0
FIAT,500,2015.0,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,34.0,28.0,819.0
FIAT,500,2015.0,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,34.0,28.0,819.0
FIAT,500,2015.0,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34.0,28.0,819.0
FIAT,500,2015.0,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,40.0,NaN,819.0
FIAT,500,2015.0,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,34.0,28.0,819.0
FIAT,500,2015.0,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,40.0,31.0,819.0
FIAT,500,2015.0,premium unleaded (recommended),101.0,NaN,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,40.0,31.0,819.0
FIAT,500,2015.0,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,40.0,31.0,819.0
FIAT,500,2016.0,premium unleaded (recommended),160.0,4.0,NaN,front wheel drive,2.0,Compact,Convertible,34.0,28.0,819.0
FIAT,500,2016.0,premium unleaded (recommended),101.0,NaN,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,40.0,31.0,819.0
FIAT,500,2016.0,premium unleaded (recommended),NaN,4.0,NaN,front wheel drive,2.0,Compact,2dr Hatchback,40.0,31.0,819.0
FIAT,500,2016.0,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,40.0,31.0,819.0
FIAT,500,2016.0,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34.0,28.0,819.0
FIAT,500,2016.0,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,40.0,31.0,819.0
NaN,500,2016.0,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,40.0,31.0,819.0
FIAT,500,2016.0,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,40.0,31.0,819.0
FIAT,500,2016.0,premium unleaded (recommended),135.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34.0,28.0,819.0
FIAT,NaN,2016.0,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,40.0,31.0,819.0
FIAT,500,2016.0,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,40.0,31.0,819.0
FIAT,500,2017.0,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33.0,28.0,819.0
FIAT,500,2017.0,premium unleaded (recommended),101.0,4.0,AUTOMATIC,front wheel drive,2.0,NaN,2dr Hatchback,33.0,27.0,819.0
FIAT,NaN,2017.0,premium unleaded (recommended),101.0,4.0,NaN,front wheel drive,2.0,Compact,Convertible,33.0,27.0,819.0
FIAT,500,2017.0,premium unleaded (recommended),101.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,33.0,27.0,819.0
FIAT,500,2017.0,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,33.0,28.0,819.0
NaN,500,2017.0,premium unleaded (recommended),101.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33.0,27.0,819.0
FIAT,500L,2015.0,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,33.0,25.0,819.0
FIAT,500L,2015.0,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,33.0,25.0,819.0
FIAT,NaN,2015.0,premium unleaded (recommended),160.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,30.0,22.0,819.0
FIAT,500L,2015.0,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,NaN,Compact,Wagon,33.0,25.0,819.0
FIAT,500L,2015.0,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,NaN,25.0,819.0
FIAT,500L,2016.0,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,NaN,25.0,819.0
FIAT,500L,2016.0,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,33.0,25.0,819.0
FIAT,500L,2016.0,premium unleaded (recommended),160.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,30.0,22.0,819.0
FIAT,500L,2016.0,premium unleaded (recommended),160.0,4.0,NaN,front wheel drive,4.0,Compact,Wagon,33.0,25.0,819.0
FIAT,500L,2016.0,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,33.0,25.0,819.0
FIAT,500L,2017.0,premium unleaded (recommended),160.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,30.0,22.0,819.0
FIAT,500L,2017.0,premium unleaded (recommended),160.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,30.0,22.0,819.0
FIAT,500L,2017.0,premium unleaded (recommended),160.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,30.0,22.0,819.0
FIAT,500X,2016.0,regular unleaded,180.0,4.0,NaN,all wheel drive,4.0,Compact,4dr SUV,30.0,21.0,819.0
FIAT,500X,2016.0,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31.0,22.0,819.0
FIAT,NaN,2016.0,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30.0,21.0,819.0
FIAT,500X,2016.0,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,NaN,31.0,22.0,819.0
FIAT,500X,2016.0,regular unleaded,180.0,NaN,AUTOMATIC,NaN,NaN,Compact,4dr SUV,31.0,22.0,819.0
FIAT,500X,2016.0,regular unleaded,180.0,NaN,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30.0,21.0,819.0
FIAT,500X,2016.0,premium unleaded (recommended),160.0,4.0,MANUAL,NaN,4.0,Compact,4dr SUV,NaN,25.0,819.0
FIAT,500X,2016.0,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31.0,22.0,819.0
FIAT,500X,2016.0,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30.0,21.0,819.0
FIAT,500X,2017.0,regular unleaded,180.0,NaN,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29.0,21.0,819.0
FIAT,500X,2017.0,NaN,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,30.0,22.0,819.0
FIAT,500X,2017.0,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29.0,21.0,819.0
FIAT,NaN,2017.0,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29.0,21.0,819.0
FIAT,500X,2017.0,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,30.0,22.0,819.0
FIAT,500X,2017.0,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr SUV,33.0,25.0,819.0
Ferrari,550,2001.0,premium unleaded (required),485.0,12.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,12.0,8.0,2774.0
Ferrari,550,2001.0,premium unleaded (required),485.0,12.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,12.0,8.0,2774.0
Mercedes-Benz,560-Class,1990.0,regular unleaded,238.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,16.0,12.0,617.0
Mercedes-Benz,560-Class,1990.0,regular unleaded,238.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,12.0,617.0
Mercedes-Benz,560-Class,1991.0,regular unleaded,238.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,16.0,12.0,617.0
Mercedes-Benz,560-Class,1991.0,regular unleaded,238.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,12.0,617.0
McLaren,570S,2016.0,premium unleaded (required),562.0,8.0,NaN,rear wheel drive,2.0,Compact,Coupe,23.0,16.0,416.0
Ferrari,575M,2002.0,premium unleaded (required),515.0,NaN,MANUAL,rear wheel drive,2.0,Compact,Coupe,15.0,9.0,2774.0
Ferrari,575M,2002.0,premium unleaded (required),515.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,16.0,9.0,2774.0
Ferrari,575M,2003.0,premium unleaded (required),515.0,12.0,MANUAL,rear wheel drive,2.0,NaN,Coupe,15.0,9.0,2774.0
Ferrari,575M,2003.0,premium unleaded (required),515.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,16.0,9.0,2774.0
Ferrari,575M,2004.0,premium unleaded (required),515.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,16.0,9.0,2774.0
Ferrari,575M,2004.0,premium unleaded (required),515.0,12.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15.0,9.0,2774.0
Maybach,57,2010.0,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,10.0,67.0
Maybach,57,2010.0,premium unleaded (required),NaN,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,10.0,67.0
Maybach,57,2010.0,premium unleaded (required),604.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,10.0,67.0
Maybach,57,2011.0,NaN,543.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,10.0,67.0
Maybach,57,2011.0,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,10.0,67.0
Maybach,57,2012.0,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,10.0,67.0
Maybach,57,NaN,premium unleaded (required),NaN,12.0,AUTOMATIC,rear wheel drive,NaN,Large,Sedan,16.0,10.0,67.0
Ferrari,599,2009.0,premium unleaded (required),611.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Coupe,15.0,11.0,2774.0
Ferrari,599,2009.0,premium unleaded (required),611.0,12.0,MANUAL,rear wheel drive,2.0,Midsize,NaN,15.0,11.0,2774.0
Ferrari,599,2010.0,premium unleaded (required),611.0,12.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,15.0,11.0,2774.0
Ferrari,599,2011.0,premium unleaded (required),611.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Coupe,15.0,11.0,2774.0
Ferrari,599,2011.0,premium unleaded (required),661.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Coupe,15.0,11.0,2774.0
Mazda,5,2013.0,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28.0,22.0,586.0
Mazda,5,2013.0,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28.0,22.0,586.0
Mazda,5,2013.0,regular unleaded,157.0,4.0,MANUAL,front wheel drive,4.0,Compact,Passenger Minivan,28.0,21.0,586.0
Mazda,5,2013.0,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28.0,22.0,586.0
Mazda,5,2014.0,regular unleaded,157.0,4.0,NaN,front wheel drive,4.0,Compact,Passenger Minivan,28.0,21.0,586.0
Mazda,5,NaN,regular unleaded,157.0,4.0,NaN,front wheel drive,4.0,Compact,Passenger Minivan,28.0,22.0,586.0
Mazda,5,2014.0,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28.0,22.0,586.0
Mazda,5,2014.0,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28.0,22.0,586.0
Mazda,5,2015.0,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28.0,21.0,586.0
Mazda,5,2015.0,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28.0,21.0,586.0
Mazda,5,2015.0,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28.0,21.0,586.0
BMW,6 Series Gran Coupe,2015.0,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24.0,16.0,3916.0
BMW,6 Series Gran Coupe,2015.0,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29.0,20.0,3916.0
BMW,6 Series Gran Coupe,2015.0,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,20.0,3916.0
BMW,6 Series Gran Coupe,2015.0,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25.0,17.0,3916.0
BMW,6 Series Gran Coupe,2016.0,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24.0,15.0,3916.0
BMW,6 Series Gran Coupe,2016.0,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29.0,20.0,3916.0
BMW,6 Series Gran Coupe,2016.0,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25.0,17.0,3916.0
BMW,6 Series Gran Coupe,2016.0,premium unleaded (required),NaN,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,20.0,3916.0
BMW,6 Series Gran Coupe,2017.0,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24.0,17.0,3916.0
BMW,6 Series Gran Coupe,2017.0,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28.0,19.0,3916.0
BMW,6 Series Gran Coupe,2017.0,premium unleaded (required),445.0,8.0,NaN,all wheel drive,4.0,Large,Sedan,24.0,15.0,3916.0
BMW,6 Series Gran Coupe,2017.0,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,NaN,Large,Sedan,29.0,20.0,3916.0
BMW,6 Series,2015.0,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,25.0,17.0,3916.0
BMW,6 Series,2015.0,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,29.0,20.0,3916.0
BMW,6 Series,2015.0,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,29.0,20.0,3916.0
NaN,6 Series,2015.0,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,32.0,21.0,3916.0
BMW,6 Series,2015.0,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,25.0,16.0,3916.0
BMW,6 Series,2015.0,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,31.0,20.0,3916.0
BMW,6 Series,2015.0,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,NaN,17.0,3916.0
BMW,6 Series,2015.0,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,NaN,Midsize,Convertible,24.0,16.0,3916.0
BMW,6 Series,2016.0,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,29.0,20.0,3916.0
BMW,6 Series,2016.0,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,2.0,NaN,Coupe,31.0,20.0,3916.0
BMW,6 Series,2016.0,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,24.0,15.0,3916.0
BMW,6 Series,2016.0,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,25.0,17.0,3916.0
BMW,6 Series,2016.0,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,29.0,20.0,3916.0
BMW,6 Series,2016.0,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,31.0,20.0,3916.0
BMW,6 Series,2016.0,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,25.0,16.0,3916.0
BMW,6 Series,2016.0,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,25.0,17.0,3916.0
BMW,6 Series,2017.0,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,24.0,16.0,3916.0
BMW,6 Series,2017.0,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,30.0,21.0,3916.0
BMW,6 Series,2017.0,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,24.0,17.0,3916.0
BMW,6 Series,2017.0,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,28.0,19.0,3916.0
BMW,6 Series,2017.0,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,29.0,20.0,3916.0
BMW,6 Series,2017.0,NaN,315.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,28.0,19.0,3916.0
BMW,6 Series,2017.0,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,24.0,17.0,3916.0
BMW,6 Series,2017.0,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,24.0,15.0,3916.0
Mercedes-Benz,600-Class,1992.0,regular unleaded,402.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,14.0,10.0,617.0
Mercedes-Benz,600-Class,1993.0,regular unleaded,389.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15.0,11.0,NaN
Mercedes-Benz,600-Class,1993.0,regular unleaded,389.0,12.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,16.0,12.0,617.0
Mercedes-Benz,600-Class,1993.0,regular unleaded,389.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,15.0,11.0,617.0
Pontiac,6000,1990.0,regular unleaded,140.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,27.0,17.0,210.0
Pontiac,6000,1990.0,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,29.0,20.0,210.0
NaN,6000,1990.0,regular unleaded,140.0,6.0,NaN,front wheel drive,4.0,Midsize,Wagon,27.0,17.0,210.0
Pontiac,6000,1990.0,regular unleaded,140.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,27.0,17.0,210.0
Pontiac,6000,1990.0,regular unleaded,140.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27.0,17.0,210.0
Pontiac,6000,1991.0,regular unleaded,140.0,6.0,AUTOMATIC,NaN,4.0,Midsize,Wagon,28.0,17.0,210.0
Pontiac,6000,1991.0,regular unleaded,140.0,6.0,AUTOMATIC,front wheel drive,NaN,Midsize,Sedan,28.0,17.0,210.0
Pontiac,6000,1991.0,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28.0,19.0,210.0
Ferrari,612 Scaglietti,2009.0,premium unleaded (required),532.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Large,Coupe,16.0,9.0,2774.0
Ferrari,612 Scaglietti,2010.0,premium unleaded (required),532.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Large,Coupe,16.0,NaN,2774.0
Ferrari,612 Scaglietti,2011.0,premium unleaded (required),532.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Large,Coupe,16.0,9.0,2774.0
Mazda,626,2000.0,regular unleaded,170.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,25.0,19.0,586.0
Mazda,626,2000.0,regular unleaded,170.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,25.0,19.0,586.0
Mazda,626,2000.0,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29.0,23.0,586.0
Mazda,626,2000.0,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25.0,19.0,NaN
Mazda,626,2001.0,premium unleaded (required),165.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,25.0,19.0,586.0
Mazda,626,2001.0,premium unleaded (required),165.0,6.0,MANUAL,front wheel drive,4.0,NaN,Sedan,25.0,19.0,586.0
Mazda,626,2001.0,regular unleaded,NaN,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25.0,19.0,586.0
Mazda,626,2001.0,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29.0,23.0,586.0
Mazda,626,2002.0,premium unleaded (required),165.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,25.0,19.0,586.0
Mazda,626,2002.0,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29.0,23.0,586.0
Mazda,626,2002.0,premium unleaded (required),165.0,6.0,NaN,front wheel drive,4.0,Midsize,Sedan,25.0,19.0,586.0
Maybach,62,2010.0,premium unleaded (required),604.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,10.0,67.0
Maybach,62,2010.0,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,NaN,Sedan,16.0,10.0,67.0
Maybach,62,2010.0,premium unleaded (required),631.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,10.0,67.0
Maybach,62,2011.0,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,10.0,67.0
Maybach,NaN,2011.0,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,10.0,67.0
Maybach,62,2012.0,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,10.0,67.0
Maybach,62,2012.0,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,10.0,67.0
McLaren,650S Coupe,2015.0,premium unleaded (required),NaN,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,22.0,16.0,416.0
McLaren,650S Spider,2015.0,premium unleaded (required),641.0,8.0,NaN,rear wheel drive,2.0,Compact,Convertible,22.0,16.0,416.0
Mazda,6,2015.0,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38.0,26.0,586.0
Mazda,6,2015.0,regular unleaded,184.0,4.0,NaN,front wheel drive,4.0,Midsize,Sedan,38.0,26.0,586.0
Mazda,6,2015.0,regular unleaded,184.0,NaN,MANUAL,front wheel drive,4.0,Midsize,Sedan,37.0,25.0,586.0
Mazda,6,2015.0,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,37.0,25.0,586.0
Mazda,6,2015.0,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,40.0,28.0,586.0
