Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
BMW,ALPINA B6 Gran Coupe,0.962962963,premium unleaded (required),0.576109937,0.5,AUTOMATIC,all wheel drive,1,Large,Sedan,0.035087719,0.061538462,0.692130858,0.058239199
BMW,ALPINA B6 Gran Coupe,1,premium unleaded (required),0.576109937,0.3125,AUTOMATIC,all wheel drive,1,Large,Sedan,0.035087719,0.061538462,0.692130858,0.058384555
BMW,ALPINA B7,0.888888889,premium unleaded (required),0.512684989,0.5,AUTOMATIC,rear wheel drive,1,Large,Sedan,0.035087719,0.069230769,0.692130858,0.064537948
BMW,ALPINA B7,0.888888889,premium unleaded (required),0.512684989,0.5,AUTOMATIC,all wheel drive,1,Large,Sedan,0.038011696,0.092307692,0.692130858,0.063084391
BMW,ALPINA B7,0.888888889,premium unleaded (required),0.512684989,0.5,AUTOMATIC,rear wheel drive,0.5,Large,Sedan,0.035087719,0.069230769,0.692130858,0.062648323
BMW,ALPINA B7,0.888888889,premium unleaded (required),0.512684989,0.5,AUTOMATIC,rear wheel drive,1,Large,Sedan,0.038011696,0.069230769,0.692130858,0.061194766
BMW,ALPINA B7,0.925925926,premium unleaded (required),0.512684989,0.5,AUTOMATIC,all wheel drive,1,Large,Sedan,0.038011696,0.069230769,0.692130858,0.063084391
BMW,ALPINA B7,0.925925926,premium unleaded (required),0.512684989,0.5,AUTOMATIC,all wheel drive,1,Large,Sedan,0.035087719,0.069230769,0.692130858,0.062648323
BMW,ALPINA B7,0.925925926,premium unleaded (required),0.205073996,0.5,AUTOMATIC,rear wheel drive,1,Large,Sedan,0.035087719,0.069230769,0.692130858,0.064537948
BMW,ALPINA B7,0.925925926,premium unleaded (required),0.512684989,0.5,AUTOMATIC,all wheel drive,1,Large,Sedan,0.038011696,0.069230769,0.692130858,0.061194766
BMW,ALPINA B7,1,premium unleaded (required),0.576109937,0.5,AUTOMATIC,all wheel drive,1,Large,Sedan,0.035087719,0.069230769,0.692130858,0.065410082
BMW,Alpina,0.481481481,premium unleaded (required),0.338266385,0.5,AUTOMATIC,rear wheel drive,0,Compact,Convertible,0.020467836,0.046153846,0.692130858,0.065361631
Nissan,Altima Hybrid,0.703703704,regular unleaded,0.151162791,0.3125,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.061403509,0.215384615,0.354907162,0.011943397
Nissan,Altima Hybrid,0.740740741,regular unleaded,0.108879493,0.3125,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.061403509,0.215384615,0.354907162,0.012006384
Nissan,Altima Hybrid,0.777777778,regular unleaded,0.151162791,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.061403509,0.2,0.354907162,0.012016074
Nissan,Altima,0.925925926,regular unleaded,0.134249471,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.076023392,0.153846154,0.354907162,0.009961713
Nissan,Altima,0.925925926,regular unleaded,0.134249471,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.076023392,0.153846154,0.354907162,0.012670175
Nissan,Altima,0.925925926,regular unleaded,0.227272727,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.058479532,0.115384615,0.354907162,0.014511348
Nissan,Altima,0.925925926,regular unleaded,0.134249471,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.076023392,0.153846154,0.354907162,0.009835738
Nissan,Altima,0.925925926,regular unleaded,0.227272727,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.058479532,0.115384615,0.354907162,0.013484167
Nissan,Altima,0.925925926,regular unleaded,0.227272727,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.058479532,0.115384615,0.354907162,0.014705156
Nissan,Altima,0.925925926,regular unleaded,0.227272727,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.058479532,0.115384615,0.354907162,0.011846493
Nissan,Altima,0.925925926,regular unleaded,0.134249471,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.076023392,0.153846154,0.354907162,0.011008275
Nissan,Altima,0.962962963,regular unleaded,0.227272727,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.058479532,0.115384615,0.354907162,0.014579181
Nissan,Altima,0.962962963,regular unleaded,0.227272727,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.058479532,0.115384615,0.354907162,0.012301941
Nissan,Altima,0.962962963,regular unleaded,0.134249471,0.25,AUTOMATIC,front wheel drive,0.5,Midsize,Sedan,0.078947368,0.153846154,0.354907162,0.009932642
Nissan,Altima,0.962962963,regular unleaded,0.134249471,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.078947368,0.153846154,0.354907162,0.01012645
Nissan,Altima,0.962962963,regular unleaded,0.134249471,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.073099415,0.153846154,0.354907162,0.010887145
Nissan,Altima,0.962962963,regular unleaded,0.134249471,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.078947368,0.153846154,0.354907162,0.011366819
Nissan,Altima,0.962962963,regular unleaded,0.134249471,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.078947368,0.153846154,0.354907162,0.012873673
Nissan,Altima,0.962962963,regular unleaded,0.205073996,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.058479532,0.115384615,0.354907162,0.012592652
Nissan,Altima,0.962962963,regular unleaded,0.227272727,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.058479532,0.115384615,0.354907162,0.014869892
Nissan,Altima,1,regular unleaded,0.131078224,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.078947368,0.092307692,0.354907162,0.011366819
Nissan,Altima,1,regular unleaded,0.205073996,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.078947368,0.153846154,0.354907162,0.009932642
Nissan,Altima,1,regular unleaded,0.227272727,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.058479532,0.115384615,0.354907162,0.014869892
Nissan,Altima,1,regular unleaded,0.131078224,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.078947368,0.153846154,0.354907162,0.01012645
Nissan,Altima,1,regular unleaded,0.227272727,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.058479532,0.115384615,0.354907162,0.012592652
Nissan,Altima,1,regular unleaded,0.131078224,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.073099415,0.146153846,0.354907162,0.010887145
Nissan,Altima,1,regular unleaded,0.131078224,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.078947368,0.153846154,0.354907162,0.012873673
Kia,Amanti,0.62962963,regular unleaded,0.220930233,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.035087719,0.076923077,0.303801945,0.011383777
Kia,Amanti,0.666666667,regular unleaded,0.220930233,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.035087719,0.076923077,0.303801945,0.011383777
Kia,Amanti,0.703703704,regular unleaded,0.220930233,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.035087719,0.076923077,0.303801945,0.011650262
Mercedes-Benz,AMG GT,0.962962963,premium unleaded (required),0.473572939,0.5,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.029239766,0.069230769,0.274624226,0.061969997
Mercedes-Benz,AMG GT,1,premium unleaded (required),0.473572939,0.5,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.029239766,0.069230769,0.108753316,0.062599872
Mercedes-Benz,AMG GT,1,premium unleaded (required),0.423890063,0.5,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.029239766,0.069230769,0.108753316,0.052909489
Nissan,Armada,0.888888889,regular unleaded,0.276955603,0.5,AUTOMATIC,four wheel drive,1,Large,4dr SUV,0.020467836,0.046153846,0.354907162,0.017244036
Nissan,Armada,0.888888889,regular unleaded,0.276955603,0.3125,AUTOMATIC,rear wheel drive,1,Large,4dr SUV,0.01754386,0.038461538,0.354907162,0.024642643
Nissan,Armada,0.888888889,regular unleaded,0.276955603,0.5,AUTOMATIC,four wheel drive,1,Large,4dr SUV,0.020467836,0.046153846,0.354907162,0.019710238
Nissan,Armada,0.888888889,regular unleaded,0.276955603,0.5,AUTOMATIC,four wheel drive,1,Large,4dr SUV,0.01754386,0.038461538,0.354907162,0.021115344
Nissan,Armada,0.888888889,regular unleaded,0.276955603,0.5,AUTOMATIC,rear wheel drive,1,Large,4dr SUV,0.01754386,0.038461538,0.354907162,0.019811987
Nissan,Armada,0.888888889,regular unleaded,0.276955603,0.5,AUTOMATIC,rear wheel drive,1,Large,4dr SUV,0.020467836,0.046153846,0.354907162,0.023237537
Nissan,Armada,0.925925926,regular unleaded,0.276955603,0.5,AUTOMATIC,four wheel drive,0.5,Large,4dr SUV,0.020467836,0.046153846,0.354907162,0.023634843
Nissan,Armada,0.925925926,regular unleaded,0.276955603,0.5,AUTOMATIC,four wheel drive,1,Large,4dr SUV,0.040935673,0.038461538,0.354907162,0.025039949
Nissan,Armada,0.925925926,regular unleaded,0.276955603,0.5,AUTOMATIC,four wheel drive,1,Large,4dr SUV,0.01754386,0.038461538,0.354907162,0.020257745
Nissan,Armada,0.925925926,regular unleaded,0.276955603,0.5,AUTOMATIC,rear wheel drive,1,Large,4dr SUV,0.01754386,0.038461538,0.354907162,0.021561101
Nissan,Armada,0.925925926,regular unleaded,0.276955603,0.5,AUTOMATIC,rear wheel drive,1,Large,4dr SUV,0.040935673,0.092307692,0.354907162,0.023198776
Nissan,Armada,0.925925926,regular unleaded,0.276955603,0.5,AUTOMATIC,rear wheel drive,1,Large,4dr SUV,0.020467836,0.046153846,0.354907162,0.020155996
Nissan,Armada,0.925925926,regular unleaded,0.276955603,0.5,AUTOMATIC,four wheel drive,1,Large,4dr SUV,0.020467836,0.046153846,0.354907162,0.017689793
Nissan,Armada,0.925925926,regular unleaded,0.276955603,0.5,AUTOMATIC,rear wheel drive,0.5,Large,4dr SUV,0.01754386,0.038461538,0.354907162,0.024603881
Nissan,Armada,1,regular unleaded,0.354122622,0.5,AUTOMATIC,rear wheel drive,1,Large,4dr SUV,0.020467836,0.053846154,0.354907162,0.023087337
Nissan,Armada,1,regular unleaded,0.354122622,0.3125,AUTOMATIC,four wheel drive,1,Large,4dr SUV,0.020467836,0.053846154,0.354907162,0.026934418
Nissan,Armada,1,regular unleaded,0.354122622,0.5,AUTOMATIC,four wheel drive,1,Large,4dr SUV,0.01754386,0.046153846,0.354907162,0.028339524
Nissan,Armada,1,regular unleaded,0.354122622,0.5,AUTOMATIC,rear wheel drive,1,Large,4dr SUV,0.01754386,0.046153846,0.354907162,0.024492442
Nissan,Armada,1,regular unleaded,0.354122622,0.5,AUTOMATIC,rear wheel drive,1,Large,4dr SUV,0.020467836,0.053846154,0.354907162,0.020785871
Nissan,Armada,0.740740741,regular unleaded,0.354122622,0.5,AUTOMATIC,rear wheel drive,1,Large,4dr SUV,0.01754386,0.046153846,0.354907162,0.022190976
Bentley,Arnage,0.62962963,premium unleaded (required),0.417547569,0.5,AUTOMATIC,rear wheel drive,1,Large,Sedan,0.00877193,0.023076923,0.091600354,0.106589363
Bentley,Arnage,0.62962963,premium unleaded (required),0.470401691,0.5,AUTOMATIC,rear wheel drive,1,Large,Sedan,0.00877193,0.023076923,0.091600354,0.116764265
Bentley,Arnage,0.62962963,premium unleaded (required),0.417547569,0.5,AUTOMATIC,rear wheel drive,1,Large,Sedan,0.005847953,0.023076923,0.091600354,0.126939167
Bentley,Arnage,0.666666667,premium unleaded (required),0.417547569,0.3125,AUTOMATIC,rear wheel drive,1,Large,Sedan,0.00877193,0.015384615,0.091600354,0.126939167
Bentley,Arnage,0.666666667,premium unleaded (required),0.470401691,0.5,AUTOMATIC,rear wheel drive,1,Large,Sedan,0.00877193,0.023076923,0.091600354,0.116764265
Bentley,Arnage,0.666666667,premium unleaded (required),0.417547569,0.3125,AUTOMATIC,rear wheel drive,1,Large,Sedan,0.00877193,0.023076923,0.091600354,0.106589363
Bentley,Arnage,0.703703704,premium unleaded (required),0.470401691,0.5,AUTOMATIC,rear wheel drive,1,Large,Sedan,0.005847953,0.023076923,0.091600354,0.130330801
Bentley,Arnage,0.703703704,premium unleaded (required),0.417547569,0.5,AUTOMATIC,rear wheel drive,1,Large,Sedan,0.005847953,0.023076923,0.091600354,0.108042921
Bentley,Arnage,0.703703704,premium unleaded (required),0.470401691,0.5,AUTOMATIC,rear wheel drive,1,Large,Sedan,0.005847953,0.023076923,0.091600354,0.118702341
Bentley,Arnage,0.703703704,premium unleaded (required),0.417547569,0.5,AUTOMATIC,rear wheel drive,1,Large,Sedan,0.00877193,0.015384615,0.091600354,0.128877243
Chrysler,Aspen,0.62962963,regular unleaded,0.190274841,0.5,AUTOMATIC,four wheel drive,1,Large,4dr SUV,0.014619883,0.046153846,0.178779841,0.014019561
Chrysler,Aspen,0.62962963,regular unleaded,0.190274841,0.5,AUTOMATIC,rear wheel drive,1,Large,4dr SUV,0.014619883,0.038461538,0.178779841,0.015412554
Chrysler,Aspen,0.666666667,regular unleaded,0.261099366,0.5,AUTOMATIC,four wheel drive,1,Large,4dr SUV,0.020467836,0.053846154,0.178779841,0.014974064
Chrysler,Aspen,0.666666667,regular unleaded,0.261099366,0.5,AUTOMATIC,four wheel drive,1,Large,4dr SUV,0.014619883,0.046153846,0.178779841,0.016367056
Chrysler,Aspen,0.703703704,regular unleaded,0.348837209,0.5,AUTOMATIC,four wheel drive,1,Large,4dr SUV,0.029239766,0.1,0.178779841,0.020965143
Chrysler,Aspen,0.703703704,regular unleaded,0.262156448,0.5,AUTOMATIC,rear wheel drive,1,Large,4dr SUV,0.01754386,0.046153846,0.178779841,0.017013889
Chrysler,Aspen,0.703703704,regular unleaded,0.262156448,0.5,AUTOMATIC,rear wheel drive,1,Large,4dr SUV,0.020467836,0.053846154,0.178779841,0.015858311
Ford,Aspire,0.185185185,regular unleaded,0.00845666,0.3125,MANUAL,front wheel drive,0,Compact,2dr Hatchback,0.076023392,0.184615385,1,0
Ford,Aspire,0.185185185,regular unleaded,0.00845666,0.25,MANUAL,front wheel drive,0,Compact,4dr Hatchback,0.076023392,0.184615385,1,0
Ford,Aspire,0.185185185,regular unleaded,0.00845666,0.25,MANUAL,front wheel drive,1,Compact,4dr Hatchback,0.076023392,0.184615385,1,0
Ford,Aspire,0.222222222,regular unleaded,0.00845666,0.25,MANUAL,front wheel drive,1,Compact,2dr Hatchback,0.076023392,0.169230769,1,0
Ford,Aspire,0.222222222,regular unleaded,0.205073996,0.25,MANUAL,front wheel drive,0,Compact,2dr Hatchback,0.076023392,0.169230769,1,0
Ford,Aspire,0.259259259,regular unleaded,0.00845666,0.25,MANUAL,front wheel drive,0,Compact,4dr Hatchback,0.076023392,0.169230769,1,0
Ford,Aspire,0.259259259,regular unleaded,0.00845666,0.25,MANUAL,front wheel drive,1,Compact,4dr Hatchback,0.076023392,0.169230769,1,0
Chevrolet,Astro Cargo,0.481481481,regular unleaded,0.142706131,0.375,AUTOMATIC,all wheel drive,0.5,Large,Cargo Minivan,0.026315789,0.061538462,0.244562334,0.009714609
Chevrolet,Astro Cargo,0.481481481,regular unleaded,0.142706131,0.375,AUTOMATIC,all wheel drive,0.5,Large,Cargo Minivan,0.01754386,0.053846154,0.244562334,0.010877454
Chevrolet,Astro Cargo,0.518518519,regular unleaded,0.142706131,0.375,AUTOMATIC,rear wheel drive,0.5,Large,Cargo Minivan,0.040935673,0.053846154,0.244562334,0.011238421
Chevrolet,Astro Cargo,0.518518519,regular unleaded,0.205073996,0.375,AUTOMATIC,rear wheel drive,0.5,Large,Cargo Minivan,0.020467836,0.053846154,0.274624226,0.010027123
Chevrolet,Astro Cargo,0.555555556,regular unleaded,0.142706131,0.375,AUTOMATIC,all wheel drive,0.5,Large,Cargo Minivan,0.023391813,0.061538462,0.244562334,0.010140985
Chevrolet,Astro Cargo,0.555555556,regular unleaded,0.142706131,0.375,AUTOMATIC,all wheel drive,0.5,Large,Cargo Minivan,0.01754386,0.053846154,0.244562334,0.011352283
Chevrolet,Astro,0.481481481,regular unleaded,0.142706131,0.375,AUTOMATIC,rear wheel drive,0.5,Large,Passenger Minivan,0.011695906,0.038461538,0.244562334,0.011478258
Chevrolet,Astro,0.481481481,regular unleaded,0.142706131,0.375,AUTOMATIC,all wheel drive,0.5,Large,Passenger Minivan,0.020467836,0.053846154,0.244562334,0.01050922
Chevrolet,Astro,0.518518519,regular unleaded,0.142706131,0.375,AUTOMATIC,rear wheel drive,0.5,Large,Passenger Minivan,0.040935673,0.092307692,0.244562334,0.01172294
Chevrolet,Astro,0.518518519,regular unleaded,0.142706131,0.375,AUTOMATIC,rear wheel drive,0.5,Large,Passenger Minivan,0.020467836,0.053846154,0.244562334,0.010753902
Chevrolet,Astro,0.555555556,regular unleaded,0.142706131,0.375,AUTOMATIC,all wheel drive,0.5,Large,Passenger Minivan,0.023391813,0.053846154,0.244562334,0.010867764
Chevrolet,Astro,0.555555556,regular unleaded,0.142706131,0.3125,AUTOMATIC,all wheel drive,0.5,Large,Passenger Minivan,0.011695906,0.038461538,0.244562334,0.011836802
Cadillac,ATS Coupe,0.925925926,flex-fuel (unleaded/E85),0.281183932,0.375,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.046783626,0.084615385,0.286825818,0.022367826
Cadillac,ATS Coupe,0.925925926,premium unleaded (recommended),0.281183932,0.375,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.040935673,0.084615385,0.286825818,0.023336864
Cadillac,ATS Coupe,0.925925926,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.055555556,0.107692308,0.286825818,0.017440266
Cadillac,ATS Coupe,0.925925926,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.049707602,0.1,0.286825818,0.018627338
Cadillac,ATS Coupe,0.925925926,flex-fuel (unleaded/E85),0.229386892,0.25,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.049707602,0.1,0.286825818,0.021771867
Cadillac,ATS Coupe,0.925925926,flex-fuel (unleaded/E85),0.281183932,0.375,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.040935673,0.084615385,0.286825818,0.023952203
Cadillac,ATS Coupe,0.925925926,premium unleaded (recommended),0.281183932,0.375,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.046783626,0.084615385,0.286825818,0.020907
Cadillac,ATS Coupe,0.925925926,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.055555556,0.107692308,0.286825818,0.02184939
Cadillac,ATS Coupe,0.925925926,flex-fuel (unleaded/E85),0.229386892,0.25,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.049707602,0.1,0.286825818,0.022387206
Cadillac,ATS Coupe,0.925925926,flex-fuel (unleaded/E85),0.281183932,0.375,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.040935673,0.084615385,0.286825818,0.02216675
Cadillac,ATS Coupe,0.925925926,premium unleaded (recommended),0.281183932,0.375,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.046783626,0.084615385,0.286825818,0.023414387
Cadillac,ATS Coupe,0.925925926,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.055555556,0.107692308,0.286825818,0.019342004
Cadillac,ATS Coupe,0.925925926,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.055555556,0.107692308,0.286825818,0.020802829
Cadillac,ATS Coupe,0.925925926,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.049707602,0.1,0.286825818,0.020601753
Cadillac,ATS Coupe,0.962962963,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.055555556,0.115384615,0.286825818,0.022096495
Cadillac,ATS Coupe,0.962962963,regular unleaded,0.229386892,0.25,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.055555556,0.115384615,0.286825818,0.019342004
Cadillac,ATS Coupe,0.962962963,premium unleaded (recommended),0.295983087,0.375,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.052631579,0.1,0.286825818,0.02261493
Cadillac,ATS Coupe,0.962962963,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.052631579,0.115384615,0.286825818,0.022634311
Cadillac,ATS Coupe,0.962962963,regular unleaded,0.205073996,0.25,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.055555556,0.115384615,0.286825818,0.021049934
Cadillac,ATS Coupe,0.962962963,premium unleaded (recommended),0.295983087,0.375,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.052631579,0.1,0.286825818,0.020907
Cadillac,ATS Coupe,0.962962963,regular unleaded,0.205073996,0.25,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.052631579,0.115384615,0.286825818,0.018627338
Cadillac,ATS Coupe,0.962962963,premium unleaded (recommended),0.295983087,0.375,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.046783626,0.092307692,0.286825818,0.02216675
Cadillac,ATS Coupe,0.962962963,regular unleaded,0.229386892,0.25,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.052631579,0.115384615,0.286825818,0.022018972
Cadillac,ATS Coupe,0.962962963,premium unleaded (recommended),0.295983087,0.375,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.046783626,0.092307692,0.286825818,0.023583969
Cadillac,ATS Coupe,0.962962963,regular unleaded,0.229386892,0.3125,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.055555556,0.115384615,0.286825818,0.017440266
Cadillac,ATS Coupe,0.962962963,premium unleaded (recommended),0.295983087,0.375,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.046783626,0.092307692,0.286825818,0.024199308
Cadillac,ATS Coupe,0.962962963,regular unleaded,0.229386892,0.25,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.052631579,0.115384615,0.286825818,0.020601753
Cadillac,ATS Coupe,0.962962963,premium unleaded (recommended),0.295983087,0.375,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.052631579,0.1,0.286825818,0.023661492
Cadillac,ATS Coupe,1,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.052631579,0.115384615,0.286825818,0.020056669
Cadillac,ATS Coupe,1,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.055555556,0.115384615,0.286825818,0.017246458
Cadillac,ATS Coupe,1,regular unleaded,0.229386892,0.25,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.052631579,0.115384615,0.286825818,0.018409304
Cadillac,ATS Coupe,1,premium unleaded (recommended),0.295983087,0.375,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.052631579,0.092307692,0.286825818,0.023012236
Cadillac,ATS Coupe,1,regular unleaded,0.229386892,0.25,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.055555556,0.115384615,0.286825818,0.019087631
Cadillac,ATS Coupe,1,regular unleaded,0.295983087,0.375,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.052631579,0.1,0.286825818,0.021800938
Cadillac,ATS Coupe,1,regular unleaded,0.295983087,0.375,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.043859649,0.092307692,0.286825818,0.022769976
Cadillac,ATS-V,0.962962963,premium unleaded (recommended),0.432346723,0.375,MANUAL,rear wheel drive,0,Compact,Sedan,0.032163743,0.076923077,0.286825818,0.029393353
Cadillac,ATS-V,0.962962963,premium unleaded (recommended),0.432346723,0.375,MANUAL,rear wheel drive,1,Compact,Coupe,0.032163743,0.076923077,0.286825818,0.028327411
Cadillac,ATS-V,1,premium unleaded (recommended),0.432346723,0.375,MANUAL,rear wheel drive,0,Compact,Sedan,0.032163743,0.069230769,0.286825818,0.029504792
Cadillac,ATS-V,1,premium unleaded (recommended),0.432346723,0.375,MANUAL,rear wheel drive,1,Compact,Sedan,0.032163743,0.069230769,0.286825818,0.02843885
Cadillac,ATS,0.925925926,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,rear wheel drive,1,Compact,Sedan,0.046783626,0.1,0.286825818,0.019060983
Cadillac,ATS,0.925925926,regular unleaded,0.229386892,0.25,AUTOMATIC,rear wheel drive,1,Compact,Sedan,0.052631579,0.107692308,0.286825818,0.018091944
Cadillac,ATS,0.925925926,regular unleaded,0.155391121,0.25,AUTOMATIC,rear wheel drive,1,Compact,Sedan,0.061403509,0.107692308,0.286825818,0.015124265
Cadillac,ATS,0.925925926,flex-fuel (unleaded/E85),0.229386892,0.25,AUTOMATIC,rear wheel drive,1,Compact,Sedan,0.052631579,0.107692308,0.286825818,0.021132302
Cadillac,ATS,0.925925926,flex-fuel (unleaded/E85),0.281183932,0.375,AUTOMATIC,rear wheel drive,1,Compact,Sedan,0.046783626,0.084615385,0.286825818,0.02210134
Cadillac,ATS,0.925925926,premium unleaded (recommended),0.281183932,0.375,AUTOMATIC,all wheel drive,1,Compact,Sedan,0.046783626,0.084615385,0.286825818,0.020669586
Cadillac,ATS,0.925925926,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,all wheel drive,1,Compact,Sedan,0.046783626,0.1,0.286825818,0.021665273
Cadillac,ATS,0.925925926,flex-fuel (unleaded/E85),0.229386892,0.25,AUTOMATIC,rear wheel drive,1,Compact,Sedan,0.046783626,0.1,0.286825818,0.017076877
Cadillac,ATS,0.925925926,flex-fuel (unleaded/E85),0.281183932,0.375,AUTOMATIC,all wheel drive,1,Compact,Sedan,0.046783626,0.084615385,0.286825818,0.019060983
Cadillac,ATS,0.925925926,flex-fuel (unleaded/E85),0.281183932,0.375,AUTOMATIC,all wheel drive,1,Compact,Sedan,0.040935673,0.084615385,0.286825818,0.021638624
Cadillac,ATS,0.925925926,premium unleaded (recommended),0.281183932,0.375,AUTOMATIC,all wheel drive,1,Compact,Sedan,0.040935673,0.084615385,0.286825818,0.022634311
Cadillac,ATS,0.925925926,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,rear wheel drive,1,Compact,Sedan,0.046783626,0.1,0.286825818,0.020669586
Cadillac,ATS,0.925925926,premium unleaded (recommended),0.229386892,0.25,AUTOMATIC,rear wheel drive,1,Compact,Sedan,0.052631579,0.107692308,0.286825818,0.016107838
Cadillac,ATS,0.925925926,regular unleaded,0.229386892,0.25,AUTOMATIC,rear wheel drive,1,Compact,Sedan,0.052631579,0.107692308,0.286825818,0.019700548
Cadillac,ATS,0.925925926,flex-fuel (unleaded/E85),0.155391121,0.25,AUTOMATIC,all wheel drive,1,Compact,Sedan,0.061403509,0.107692308,0.286825818,0.017122906
Cadillac,ATS,0.925925926,regular unleaded,0.281183932,0.375,AUTOMATIC,rear wheel drive,1,Compact,Sedan,0.040935673,0.084615385,0.286825818,0.020030021
Cadillac,ATS,0.740740741,premium unleaded (recommended),0.295983087,0.375,AUTOMATIC,rear wheel drive,0.5,Midsize,Sedan,0.052631579,0.1,0.286825818,0.019060983
Cadillac,ATS,0.962962963,regular unleaded,0.229386892,0.25,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.055555556,0.115384615,0.286825818,0.021372139
Cadillac,ATS,0.962962963,premium unleaded (recommended),0.295983087,0.375,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.052631579,0.1,0.286825818,0.020909423
Cadillac,ATS,0.962962963,regular unleaded,0.229386892,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.055555556,0.115384615,0.286825818,0.018091944
