Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
Cadillac,CT6,2010,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,Large,Sedan,26,18,1624
Cadillac,CT6,2017,regular unleaded,404,6,AUTOMATIC,all wheel drive,4,Large,Sedan,26,18,1624
Cadillac,CT6,2017,regular unleaded,335,5,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1624
Cadillac,CT6,2017,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,Large,Sedan,26,18,1624
Cadillac,CT6,2017,premium unleaded (recommended),265,4,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,22,1624
Cadillac,CT6,2017,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1624
Cadillac,CT6,2017,premium unleaded (recommended),265,4,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,22,1624
Cadillac,CT6,2017,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,Large,Sedan,26,18,1624
Cadillac,CT6,2017,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1624
Cadillac,CT6,2017,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1624
Cadillac,CTS Coupe,2012,regular unleaded,318,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2012,regular unleaded,318,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2012,regular unleaded,318,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2012,regular unleaded,318,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2012,regular unleaded,318,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2012,regular unleaded,318,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2013,regular unleaded,318,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2013,regular unleaded,318,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2013,regular unleaded,318,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2013,regular unleaded,318,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2013,regular unleaded,318,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2013,regular unleaded,318,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2014,regular unleaded,318,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2014,regular unleaded,318,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2014,regular unleaded,318,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2014,regular unleaded,318,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2014,regular unleaded,318,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS Coupe,2014,regular unleaded,318,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,18,1624
Cadillac,CTS-V Coupe,2013,premium unleaded (required),556,8,MANUAL,rear wheel drive,2,Midsize,Coupe,19,14,1624
Cadillac,CTS-V Coupe,2014,premium unleaded (required),556,8,MANUAL,rear wheel drive,2,Midsize,Coupe,19,14,1624
Cadillac,CTS-V Coupe,2015,premium unleaded (required),556,8,MANUAL,rear wheel drive,2,Midsize,Coupe,19,14,1624
Cadillac,CTS-V Wagon,2012,premium unleaded (required),556,8,MANUAL,rear wheel drive,4,Midsize,Wagon,19,14,1624
Cadillac,CTS-V Wagon,2013,premium unleaded (required),556,8,MANUAL,rear wheel drive,4,Midsize,Wagon,26,14,1624
Cadillac,CTS-V Wagon,2014,premium unleaded (required),556,8,MANUAL,rear wheel drive,4,Midsize,Wagon,19,14,1624
Cadillac,CTS-V,2014,premium unleaded (required),556,8,MANUAL,rear wheel drive,4,Midsize,Sedan,19,14,1624
Cadillac,CTS-V,2016,premium unleaded (required),640,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,21,14,1624
Cadillac,CTS-V,2017,premium unleaded (required),640,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,21,14,1624
Cadillac,CTS Wagon,2012,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Midsize,Wagon,27,18,1624
Cadillac,CTS Wagon,2012,regular unleaded,318,6,AUTOMATIC,rear wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2012,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2012,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2012,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2012,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Midsize,Wagon,27,18,1624
Cadillac,CTS Wagon,2012,regular unleaded,318,6,AUTOMATIC,rear wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2012,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2013,regular unleaded,318,6,AUTOMATIC,rear wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2013,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2010,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2013,regular unleaded,318,6,AUTOMATIC,rear wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2013,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2013,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Midsize,Wagon,26,18,1557
Cadillac,CTS Wagon,2013,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2013,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2014,regular unleaded,318,6,AUTOMATIC,rear wheel drive,4,Midsize,Wagon,26,18,1557
Cadillac,CTS Wagon,2014,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2014,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2014,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2014,regular unleaded,318,6,AUTOMATIC,rear wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS Wagon,2014,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624
Cadillac,CTS,2010,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,Large,Sedan,26,18,1624
Cadillac,CTS,2015,premium unleaded (recommended),272,5,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,20,1624
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,Large,Sedan,28,19,1624
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,Large,Sedan,28,19,1624
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,Large,Sedan,26,19,1624
Cadillac,CTS,2015,flex-fuel (unleaded/E85),249,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,29,18,1624
Cadillac,CTS,2015,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,3,Large,Sedan,24,16,1624
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,Large,Sedan,28,19,1624
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,3,Large,Sedan,26,18,1624
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,20,1557
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,20,1624
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,Large,Sedan,28,19,1624
Cadillac,CTS,2010,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,20,1624
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,29,18,1557
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,29,18,1624
Cadillac,CTS,2015,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,26,16,1624
Cadillac,CTS,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,20,1624
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,rear wheel drive,4,Large,Sedan,31,21,1624
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,rear wheel drive,4,Large,Sedan,31,21,1624
Cadillac,CTS,2010,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,24,16,1624
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,rear wheel drive,4,Large,Sedan,31,21,1624
Cadillac,CTS,2016,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,24,16,1624
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Large,Sedan,29,21,1624
Cadillac,CTS,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,Large,Sedan,28,19,1624
Cadillac,CTS,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,20,1624
Cadillac,CTS,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,20,1557
Cadillac,CTS,2016,premium unleaded (recommended),268,5,AUTOMATIC,all wheel drive,4,Large,Sedan,29,21,1624
Cadillac,CTS,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,Large,Sedan,28,19,1624
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Large,Sedan,29,21,1624
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,rear wheel drive,3,Large,Sedan,31,19,1624
Cadillac,CTS,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,28,19,1624
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Large,Sedan,29,19,1624
Cadillac,CTS,2017,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,19,1624
Cadillac,CTS,2010,premium unleaded (recommended),268,4,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,22,1624
Cadillac,CTS,2017,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,24,16,1624
Cadillac,CTS,2017,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Large,Sedan,29,21,1624
Cadillac,CTS,2017,regular unleaded,335,5,AUTOMATIC,all wheel drive,4,Large,Sedan,27,19,1624
Cadillac,CTS,2017,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,20,1624
Cadillac,CTS,2017,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,20,1557
Cadillac,CTS,2017,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Large,Sedan,29,21,1624
Cadillac,CTS,2017,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,24,16,1624
Cadillac,CTS,2017,premium unleaded (recommended),268,4,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,22,1624
Nissan,Cube,2012,regular unleaded,122,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,30,25,2009
Nissan,Cube,2012,regular unleaded,122,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,31,27,2009
Nissan,Cube,2012,regular unleaded,122,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,30,25,2009
Nissan,Cube,2012,regular unleaded,122,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,31,27,2009
Nissan,Cube,2013,regular unleaded,122,5,MANUAL,front wheel drive,4,Compact,Wagon,30,25,2009
Nissan,Cube,2013,regular unleaded,122,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,31,19,2009
Nissan,Cube,2010,regular unleaded,122,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,31,27,2009
Nissan,Cube,2014,regular unleaded,122,4,AUTOMATIC,front wheel drive,3,Compact,Wagon,31,27,2009
Nissan,Cube,2014,regular unleaded,122,4,MANUAL,front wheel drive,4,Compact,Wagon,30,25,2009
Nissan,Cube,2014,regular unleaded,122,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,31,27,2009
Oldsmobile,Custom Cruiser,1990,regular unleaded,140,8,AUTOMATIC,rear wheel drive,4,Large,Wagon,22,15,26
Oldsmobile,Custom Cruiser,1991,regular unleaded,170,8,AUTOMATIC,rear wheel drive,4,Large,Wagon,23,15,26
Oldsmobile,Custom Cruiser,1992,regular unleaded,170,8,AUTOMATIC,rear wheel drive,4,Large,Wagon,23,15,26
Oldsmobile,Cutlass Calais,1990,regular unleaded,110,4,MANUAL,front wheel drive,4,Compact,Sedan,30,19,26
Oldsmobile,Cutlass Calais,1990,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,28,20,26
Oldsmobile,Cutlass Calais,1990,regular unleaded,180,4,MANUAL,front wheel drive,4,Compact,Sedan,29,19,26
Oldsmobile,Cutlass Calais,1990,regular unleaded,110,4,MANUAL,front wheel drive,2,Compact,Coupe,30,19,26
Oldsmobile,Cutlass Calais,1990,regular unleaded,180,4,MANUAL,front wheel drive,2,Compact,Coupe,29,19,26
Oldsmobile,Cutlass Calais,1990,regular unleaded,160,4,AUTOMATIC,front wheel drive,2,Compact,Coupe,28,20,26
Oldsmobile,Cutlass Calais,1990,regular unleaded,110,5,MANUAL,front wheel drive,2,Compact,Coupe,30,19,26
Oldsmobile,Cutlass Calais,1990,regular unleaded,110,4,MANUAL,front wheel drive,4,Compact,Sedan,30,19,1557
Oldsmobile,Cutlass Calais,1991,regular unleaded,110,4,MANUAL,front wheel drive,4,Compact,Sedan,31,19,26
Oldsmobile,Cutlass Calais,1991,regular unleaded,110,4,MANUAL,front wheel drive,2,Compact,Coupe,31,19,26
Oldsmobile,Cutlass Calais,1991,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,30,21,26
Oldsmobile,Cutlass Calais,1991,regular unleaded,160,4,AUTOMATIC,front wheel drive,2,Compact,Coupe,30,21,26
Oldsmobile,Cutlass Calais,1991,regular unleaded,110,4,MANUAL,front wheel drive,2,Compact,Coupe,31,19,26
Oldsmobile,Cutlass Calais,1991,regular unleaded,180,4,MANUAL,front wheel drive,2,Compact,Coupe,30,21,26
Oldsmobile,Cutlass Calais,1991,regular unleaded,180,4,MANUAL,front wheel drive,4,Compact,Sedan,30,21,26
Oldsmobile,Cutlass Calais,1991,regular unleaded,110,4,MANUAL,front wheel drive,4,Compact,Sedan,31,19,26
Oldsmobile,Cutlass Ciera,1992,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,17,26
Oldsmobile,Cutlass Ciera,1992,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,Midsize,Wagon,27,17,26
Oldsmobile,Cutlass Ciera,1992,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Midsize,Wagon,28,19,26
Oldsmobile,Cutlass Ciera,1992,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,28,19,26
Oldsmobile,Cutlass Ciera,1993,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Wagon,28,21,26
Oldsmobile,Cutlass Ciera,1993,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26,18,26
Oldsmobile,Cutlass Ciera,1993,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26,18,26
Oldsmobile,Cutlass Ciera,1993,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,17,26
Oldsmobile,Cutlass Ciera,1994,regular unleaded,120,4,AUTOMATIC,front wheel drive,3,Midsize,Sedan,28,22,26
Oldsmobile,Cutlass Ciera,1994,regular unleaded,120,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,17,26
Oldsmobile,Cutlass Ciera,1994,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26,17,26
Oldsmobile,Cutlass Ciera,1994,regular unleaded,249,5,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26,19,26
Oldsmobile,Cutlass Supreme,1995,regular unleaded,160,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,26,17,26
Oldsmobile,Cutlass Supreme,1995,regular unleaded,160,6,AUTOMATIC,front wheel drive,2,Midsize,Convertible,26,17,26
Oldsmobile,Cutlass Supreme,1995,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,17,26
Oldsmobile,Cutlass Supreme,1996,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,18,1557
Oldsmobile,Cutlass Supreme,1996,regular unleaded,160,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,26,18,26
Oldsmobile,Cutlass Supreme,1997,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,18,26
Oldsmobile,Cutlass Supreme,1997,regular unleaded,160,6,AUTOMATIC,front wheel drive,3,Midsize,Coupe,26,18,26
Oldsmobile,Cutlass,1997,regular unleaded,155,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,18,26
Oldsmobile,Cutlass,1997,regular unleaded,155,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,18,26
Oldsmobile,Cutlass,1998,regular unleaded,155,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,27,17,1557
Oldsmobile,Cutlass,1998,regular unleaded,155,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,27,17,26
Oldsmobile,Cutlass,1999,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,17,26
Oldsmobile,Cutlass,1999,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,17,26
Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,35,29,586
Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,35,29,586
Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,26,27,586
Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,32,27,586
Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,32,27,586
Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,35,29,586
Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,34,29,1557
Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,front wheel drive,3,Compact,4dr SUV,34,29,586
Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,34,29,586
Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,32,27,586
Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,32,27,586
Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,32,19,586
Mazda,CX-5,2014,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,32,26,586
Mazda,CX-5,2014,regular unleaded,155,4,AUTOMATIC,all wheel drive,3,Midsize,4dr SUV,31,25,586
Mazda,CX-5,2014,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,32,25,586
Mazda,CX-5,2014,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,30,24,586
Mazda,CX-5,2014,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,30,24,586
Mazda,CX-5,2014,regular unleaded,155,4,MANUAL,front wheel drive,4,Midsize,4dr SUV,35,26,586
Mazda,CX-5,2014,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,32,25,586
Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,32,25,586
Mazda,CX-5,2015,regular unleaded,184,5,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,30,24,586
Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,30,24,586
Mazda,CX-5,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Midsize,4dr SUV,35,26,586
Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,32,25,586
Mazda,CX-5,2015,regular unleaded,155,5,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,32,26,586
Mazda,CX-5,2015,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,31,25,586
Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,30,24,586
Mazda,CX-5,2016,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,35,26,586
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,30,24,586
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,3,Midsize,4dr SUV,30,24,586
Mazda,CX-5,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,Midsize,4dr SUV,35,26,586
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,33,26,1557
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,30,24,586
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,30,24,586
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,33,26,586
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,30,24,586
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,3,Midsize,4dr SUV,33,26,586
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,33,26,586
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,33,26,586
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,33,26,586
Mazda,CX-5,2016,regular unleaded,184,5,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,30,24,586
Mazda,CX-7,2010,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25,18,586
Mazda,CX-7,2010,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,23,17,586
Mazda,CX-7,2010,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25,18,586
Mazda,CX-7,2010,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,23,17,586
Mazda,CX-7,2010,regular unleaded,161,4,AUTOMATIC,front wheel drive,3,Midsize,4dr SUV,28,20,586
Mazda,CX-7,2010,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,586
Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,21,17,586
Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,24,18,586
Mazda,CX-7,2010,regular unleaded,249,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,586
Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21,17,586
Mazda,CX-7,2011,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,586
Mazda,CX-7,2011,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,586
Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,24,18,586
Mazda,CX-7,2012,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,26,18,586
Mazda,CX-7,2012,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,24,18,586
Mazda,CX-7,2012,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,20,586
Mazda,CX-7,2012,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,20,586
Mazda,CX-7,2012,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21,17,586
Mazda,CX-7,2010,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21,17,586
Mazda,CX-7,2012,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,20,586
Mazda,CX-9,2014,regular unleaded,249,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,22,16,586
Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,Large,4dr SUV,24,17,586
Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,Large,4dr SUV,24,17,586
Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,22,16,586
Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,Large,4dr SUV,24,17,586
Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,22,16,586
Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,Large,4dr SUV,24,17,586
Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,22,16,586
Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,22,16,586
Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,22,16,586
