,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
3835,Hyundai,Elantra GT,2015.0,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,,24.0,1439.0
3836,Hyundai,Elantra GT,2016.0,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33.0,24.0,1439.0
3837,Hyundai,Elantra GT,2016.0,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,33.0,24.0,1439.0
3838,Hyundai,Elantra GT,2017.0,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,32.0,24.0,1439.0
3839,Hyundai,Elantra GT,2017.0,regular unleaded,173.0,,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32.0,24.0,1439.0
3840,Hyundai,Elantra Touring,2010.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,30.0,23.0,1439.0
3841,Hyundai,Elantra Touring,2010.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,30.0,23.0,1439.0
3842,Hyundai,Elantra Touring,2010.0,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31.0,23.0,1439.0
3843,Hyundai,Elantra Touring,2010.0,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31.0,23.0,1439.0
3844,Hyundai,Elantra Touring,2011.0,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31.0,23.0,1439.0
3845,Hyundai,Elantra Touring,2011.0,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31.0,23.0,1439.0
3846,Hyundai,Elantra Touring,2011.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,30.0,23.0,1439.0
3847,Hyundai,Elantra Touring,2011.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,30.0,23.0,1439.0
3848,Hyundai,Elantra Touring,2012.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,30.0,,1439.0
3849,Hyundai,Elantra Touring,,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31.0,23.0,1439.0
3850,Hyundai,Elantra Touring,2012.0,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31.0,23.0,1439.0
3851,Hyundai,Elantra Touring,2012.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,30.0,23.0,1439.0
3852,Hyundai,Elantra,2015.0,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35.0,24.0,1439.0
3853,Hyundai,Elantra,2015.0,regular unleaded,145.0,,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37.0,27.0,1439.0
3854,Hyundai,Elantra,2015.0,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38.0,28.0,1439.0
3855,Hyundai,Elantra,2015.0,regular unleaded,,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37.0,27.0,1439.0
3856,Hyundai,Elantra,2015.0,regular unleaded,,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35.0,24.0,1439.0
3857,Hyundai,Elantra,2015.0,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,34.0,24.0,1439.0
3858,Hyundai,Elantra,2015.0,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37.0,27.0,1439.0
3859,Hyundai,Elantra,2016.0,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35.0,24.0,1439.0
3860,Hyundai,Elantra,2016.0,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,,28.0,1439.0
3861,Hyundai,Elantra,2016.0,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35.0,24.0,1439.0
3862,Hyundai,Elantra,2016.0,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37.0,27.0,1439.0
3863,Hyundai,Elantra,2016.0,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,34.0,24.0,1439.0
3864,Hyundai,Elantra,2016.0,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37.0,27.0,1439.0
3865,Hyundai,Elantra,2016.0,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37.0,27.0,1439.0
3866,Hyundai,Elantra,2016.0,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38.0,28.0,1439.0
3867,Hyundai,Elantra,2017.0,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,,Compact,Sedan,38.0,29.0,1439.0
3868,Hyundai,Elantra,2017.0,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37.0,28.0,1439.0
3869,Hyundai,Elantra,2017.0,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38.0,29.0,1439.0
3870,Hyundai,Elantra,2017.0,regular unleaded,128.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,40.0,32.0,1439.0
3871,Hyundai,Elantra,2017.0,regular unleaded,147.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36.0,26.0,1439.0
3872,Hyundai,Elantra,2017.0,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37.0,28.0,
3873,Hyundai,Elantra,2017.0,regular unleaded,201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,33.0,26.0,1439.0
3874,Hyundai,Elantra,2017.0,regular unleaded,201.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30.0,22.0,1439.0
3875,Hyundai,Elantra,2017.0,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,,Compact,Sedan,38.0,29.0,1439.0
3876,Cadillac,Eldorado,2000.0,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,25.0,15.0,1624.0
3877,Cadillac,Eldorado,2000.0,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,25.0,15.0,1624.0
3878,Cadillac,Eldorado,2001.0,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,25.0,,1624.0
3879,Cadillac,Eldorado,2001.0,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,25.0,15.0,1624.0
3880,Cadillac,Eldorado,2002.0,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,,16.0,1624.0
3881,Cadillac,Eldorado,2002.0,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,25.0,16.0,1624.0
3882,Cadillac,Eldorado,2002.0,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,25.0,16.0,1624.0
3883,Buick,Electra,1990.0,regular unleaded,165.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25.0,16.0,155.0
3884,Buick,Electra,1990.0,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25.0,16.0,155.0
3885,Buick,Electra,1990.0,regular unleaded,165.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25.0,16.0,155.0
3886,Buick,Electra,1990.0,regular unleaded,165.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25.0,16.0,155.0
3887,Honda,Element,2009.0,regular unleaded,166.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr SUV,23.0,18.0,2202.0
3888,Honda,Element,2009.0,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25.0,20.0,2202.0
3889,Honda,Element,2009.0,regular unleaded,166.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr SUV,23.0,18.0,
3890,Honda,Element,2009.0,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24.0,19.0,2202.0
3891,Honda,Element,2009.0,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25.0,20.0,
3892,Honda,Element,,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25.0,20.0,2202.0
3893,Honda,Element,2009.0,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24.0,19.0,
3894,Honda,Element,2009.0,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,24.0,19.0,2202.0
3895,Honda,Element,2009.0,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25.0,20.0,2202.0
3896,Honda,Element,2009.0,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25.0,20.0,2202.0
3897,Honda,Element,2010.0,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,,19.0,2202.0
3898,Honda,Element,2010.0,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25.0,20.0,2202.0
3899,Honda,Element,2010.0,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25.0,20.0,2202.0
3900,Honda,Element,2010.0,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24.0,19.0,2202.0
3901,Honda,Element,2010.0,regular unleaded,,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25.0,20.0,2202.0
3902,Honda,Element,2010.0,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24.0,19.0,2202.0
3903,Honda,Element,2010.0,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25.0,20.0,2202.0
3904,Honda,Element,2011.0,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24.0,19.0,2202.0
3905,Honda,Element,2011.0,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24.0,19.0,2202.0
3906,Honda,Element,2011.0,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25.0,20.0,2202.0
3907,Honda,Element,2011.0,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25.0,20.0,2202.0
3908,Lotus,Elise,2009.0,premium unleaded (required),,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,27.0,21.0,613.0
3909,Lotus,Elise,2009.0,premium unleaded (required),218.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,26.0,20.0,613.0
3910,Lotus,Elise,2009.0,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,27.0,21.0,613.0
3911,Lotus,Elise,2010.0,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,27.0,21.0,613.0
3912,Lotus,Elise,2010.0,premium unleaded (required),218.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,26.0,20.0,613.0
3913,Lotus,Elise,2011.0,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,27.0,21.0,613.0
3914,Lotus,Elise,2011.0,premium unleaded (required),217.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,26.0,20.0,613.0
3915,Lotus,Elise,2011.0,premium unleaded (required),217.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,26.0,20.0,613.0
3916,Buick,Enclave,2015.0,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22.0,16.0,155.0
3917,Buick,Enclave,2015.0,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24.0,17.0,155.0
3918,Buick,Enclave,2015.0,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24.0,17.0,155.0
3919,Buick,Enclave,2015.0,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22.0,16.0,155.0
3920,Buick,Enclave,2015.0,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24.0,17.0,155.0
3921,Buick,Enclave,2016.0,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22.0,15.0,155.0
3922,Buick,Enclave,2016.0,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22.0,15.0,155.0
3923,Buick,Enclave,2016.0,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22.0,15.0,155.0
3924,Buick,Enclave,2016.0,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,,15.0,155.0
3925,Buick,Enclave,2016.0,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22.0,,155.0
3926,Buick,Enclave,2017.0,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22.0,15.0,155.0
3927,Buick,Enclave,2017.0,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22.0,15.0,155.0
3928,Buick,Enclave,2017.0,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22.0,15.0,155.0
3929,Buick,Enclave,2017.0,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22.0,15.0,155.0
3930,Buick,Enclave,2017.0,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22.0,15.0,155.0
3931,Buick,Encore,2015.0,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30.0,23.0,155.0
3932,Buick,Encore,2015.0,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30.0,23.0,155.0
3933,Buick,Encore,2015.0,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30.0,23.0,155.0
3934,Buick,Encore,2015.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33.0,25.0,155.0
3935,Buick,Encore,2015.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33.0,25.0,155.0
3936,Buick,Encore,2015.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33.0,25.0,155.0
3937,Buick,Encore,2015.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33.0,25.0,155.0
3938,Buick,Encore,2015.0,regular unleaded,,4.0,AUTOMATIC,all wheel drive,,Compact,4dr SUV,30.0,23.0,155.0
3939,Buick,Encore,2016.0,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30.0,23.0,155.0
3940,Buick,Encore,2016.0,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30.0,23.0,155.0
3941,Buick,Encore,2016.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33.0,25.0,155.0
3942,Buick,Encore,2016.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33.0,25.0,155.0
3943,Buick,Encore,2016.0,regular unleaded,153.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32.0,26.0,155.0
3944,Buick,Encore,2016.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33.0,25.0,155.0
3945,Buick,Encore,2016.0,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34.0,28.0,155.0
3946,Buick,Encore,2016.0,regular unleaded,138.0,,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30.0,23.0,155.0
3947,Buick,Encore,2016.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33.0,25.0,155.0
3948,Buick,Encore,2016.0,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,,Compact,4dr SUV,30.0,23.0,155.0
3949,Buick,Encore,2017.0,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30.0,24.0,155.0
3950,Buick,Encore,2017.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33.0,25.0,155.0
3951,Buick,Encore,2017.0,regular unleaded,138.0,,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,30.0,,155.0
3952,Buick,Encore,2017.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34.0,28.0,155.0
3953,Buick,Encore,2017.0,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,31.0,26.0,155.0
3954,Buick,Encore,2017.0,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30.0,24.0,155.0
3955,Buick,Encore,2017.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33.0,25.0,155.0
3956,Buick,Encore,2017.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33.0,25.0,155.0
3957,Buick,Encore,2017.0,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30.0,,155.0
3958,Buick,Encore,2017.0,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,,25.0,155.0
3959,Mitsubishi,Endeavor,2008.0,premium unleaded (required),225.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19.0,15.0,436.0
3960,Mitsubishi,Endeavor,2008.0,premium unleaded (required),225.0,6.0,AUTOMATIC,all wheel drive,,Midsize,4dr SUV,19.0,15.0,436.0
3961,Mitsubishi,Endeavor,2008.0,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22.0,15.0,436.0
3962,Mitsubishi,Endeavor,2008.0,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22.0,15.0,436.0
3963,Mitsubishi,Endeavor,2010.0,premium unleaded (recommended),225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,21.0,15.0,436.0
3964,Mitsubishi,Endeavor,2010.0,premium unleaded (recommended),225.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19.0,15.0,436.0
3965,Mitsubishi,Endeavor,2010.0,premium unleaded (recommended),,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,21.0,15.0,436.0
3966,Mitsubishi,Endeavor,2011.0,premium unleaded (recommended),225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,21.0,15.0,436.0
3967,Mitsubishi,Endeavor,2011.0,premium unleaded (recommended),225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,21.0,15.0,436.0
3968,Mitsubishi,Endeavor,2011.0,premium unleaded (recommended),225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,19.0,15.0,436.0
3969,Hyundai,Entourage,2007.0,regular unleaded,242.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23.0,16.0,1439.0
3970,Hyundai,Entourage,2007.0,regular unleaded,242.0,,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23.0,16.0,1439.0
3971,Hyundai,Entourage,2007.0,regular unleaded,242.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23.0,16.0,1439.0
3972,Hyundai,Entourage,2008.0,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23.0,16.0,1439.0
3973,Hyundai,Entourage,2008.0,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23.0,16.0,1439.0
3974,Buick,Envision,2016.0,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26.0,,155.0
3975,Buick,Envision,2016.0,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26.0,20.0,155.0
3976,Buick,Envision,2017.0,flex-fuel (unleaded/E85),197.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28.0,21.0,155.0
3977,Buick,Envision,2017.0,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26.0,20.0,155.0
3978,Buick,Envision,2017.0,flex-fuel (unleaded/E85),197.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,29.0,22.0,155.0
3979,Buick,Envision,2017.0,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26.0,20.0,155.0
3980,Buick,Envision,,flex-fuel (unleaded/E85),197.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28.0,,155.0
3981,Buick,Envision,2017.0,flex-fuel (unleaded/E85),197.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,29.0,22.0,155.0
3982,GMC,Envoy XL,2004.0,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,18.0,13.0,549.0
3983,GMC,Envoy XL,2004.0,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,18.0,13.0,549.0
3984,GMC,Envoy XL,2004.0,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,18.0,13.0,549.0
3985,GMC,Envoy XL,2004.0,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,18.0,,549.0
3986,GMC,Envoy XL,2005.0,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,18.0,13.0,549.0
3987,GMC,Envoy XL,2005.0,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17.0,12.0,549.0
3988,GMC,Envoy XL,2005.0,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,,13.0,549.0
3989,GMC,Envoy XL,2005.0,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17.0,12.0,549.0
3990,GMC,Envoy XL,2005.0,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,18.0,13.0,549.0
3991,GMC,Envoy XL,2005.0,regular unleaded,275.0,,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,18.0,13.0,549.0
3992,GMC,Envoy XL,2006.0,regular unleaded,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,18.0,13.0,549.0
3993,GMC,Envoy XL,2006.0,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,18.0,13.0,549.0
3994,GMC,Envoy XL,2006.0,regular unleaded,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,18.0,13.0,549.0
3995,GMC,Envoy XL,2006.0,regular unleaded,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19.0,14.0,549.0
3996,GMC,Envoy XL,2006.0,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19.0,14.0,549.0
3997,GMC,Envoy XL,2006.0,regular unleaded,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19.0,14.0,549.0
3998,GMC,Envoy XUV,2005.0,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17.0,12.0,549.0
3999,GMC,Envoy XUV,2005.0,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,18.0,13.0,549.0
4000,GMC,Envoy XUV,2005.0,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,18.0,13.0,549.0
4001,GMC,Envoy XUV,2005.0,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17.0,12.0,
4002,GMC,Envoy,2007.0,regular unleaded,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20.0,14.0,549.0
4003,GMC,Envoy,2007.0,regular unleaded,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20.0,14.0,549.0
4004,GMC,Envoy,2007.0,regular unleaded,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,,14.0,549.0
4005,GMC,Envoy,2007.0,regular unleaded,302.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20.0,14.0,549.0
4006,GMC,Envoy,2007.0,regular unleaded,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20.0,14.0,
4007,GMC,Envoy,2007.0,regular unleaded,302.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19.0,13.0,549.0
4008,GMC,Envoy,2008.0,regular unleaded,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20.0,14.0,549.0
4009,GMC,Envoy,2008.0,regular unleaded,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20.0,14.0,549.0
4010,GMC,Envoy,2008.0,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19.0,13.0,549.0
4011,GMC,Envoy,2008.0,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20.0,14.0,549.0
4012,GMC,Envoy,2008.0,regular unleaded,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20.0,14.0,549.0
4013,GMC,Envoy,2008.0,regular unleaded,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20.0,14.0,549.0
4014,GMC,Envoy,2009.0,regular unleaded,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20.0,14.0,549.0
4015,GMC,Envoy,2009.0,regular unleaded,,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,21.0,15.0,549.0
4016,GMC,Envoy,2009.0,regular unleaded,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20.0,14.0,549.0
4017,GMC,Envoy,2009.0,regular unleaded,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20.0,14.0,549.0
